name	group	rhop0	etap	etap.hat	gammap	kappa	R2
AT5G49280	AT5G49280	L	20.293288893363	3.61633879448184	0.178203681694227	3.5	44.5509204235567	0.832860037319409
AT5G49700	AHL17	E	7.89134008117981	1.39859686497465	0.177231858035138	3.5	44.3079645087844	0.790747483694773
AT5G52060	BAG1	L	27.2966437303228	6.46462780477801	0.236828669071748	3.5	59.207167267937	0.863368631020261
AT5G52310	LTI78	L	32.3061164460078	16.4426040101046	0.508962568669763	3.5	127.240642167441	0.668440941780661
AT5G55410	AT5G55410	L	22.4679547236009	-2.81030537005385	-0.12508060500504	3.5	-31.2701512512601	0.66327462395957
AT5G57660	COL5	E	30.8202040205412	3.47728236113867	0.112824767766661	3.5	28.2061919416653	0.664007353439656
AT5G58770	AtcPT4	L	17.3965727023404	3.30137136962967	0.189771366240749	3.5	47.4428415601873	0.902576158995098
AT5G59732	AT5G59732	L	12.2946196264343	1.41793486047013	0.11532970547714	3.5	28.832426369285	0.652976735457131
AT5G62070	IQD23	L	18.2283800571352	5.57200122415113	0.305677257479063	3.5	76.4193143697658	0.955338963529262
AT5G62220	ATGT18	L	21.656244991329	3.9510692453764	0.182444798115203	3.5	45.6111995288008	0.926044679452423
AT5G62350	AT5G62350	L	242.181740713978	71.9782947995975	0.297207768791312	3.5	74.3019421978281	0.837307531406007
AT5G62360	AT5G62360	L	3.20643310598909	3.43527092089563	1.07136834212418	3.5	267.842085531045	0.708837390247178
AT5G62920	ARR6	E	13.326235584223	1.51102266416786	0.113387059280025	3.5	28.3467648200061	0.631646702700703
AT5G63180	AT5G63180	L	39.7850577265154	5.38055343074893	0.135240558597028	3.5	33.8101396492569	0.773262307592247
AT5G63530	ATFP3	L	19.7248277564379	3.15955444081558	0.160181598533064	3.5	40.0453996332661	0.699982826607826
AT5G64740	CESA6	L	32.6048207599577	3.70583402183425	0.113659082781569	3.5	28.4147706953922	0.814682635963931
AT5G65300	AT5G65300	L	3.61530745014107	2.58929668388056	0.716203730827796	3.5	179.050932706949	0.913311578305865
AT5G67190	ERF010	L	13.1464161911345	3.7668738373013	0.286532373730992	3.5	71.6330934327479	0.681882889896188
AT5G67300	MYB44	E	27.3000541292764	4.51859840077655	0.165516096758609	3.5	41.3790241896521	0.785874492779339
